RegionID,SizeRank,RegionName,RegionType,StateName,InterestAverage_2005,InterestAverage_2010,InterestAverage_2015,InterestAverage_2020,Average_2005,Average_2010,Average_2015,Average_2020
395151,237,"TerreHaute,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,81992,78184,81432,98080
394896,238,"Muskegon,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,110808,88235,98666,148485
394553,239,"EastStroudsburg,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,176530,172211,141281,176618
395102,240,"SiouxCity,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,96701,101979,118361,143639
394651,241,"Greenville,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,127089,129982,122797,145226
395210,242,"Waterloo,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,107871,122116,129528,142157
394944,243,"Oshkosh,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,135939,135836,120293,155950
395246,244,"YubaCity,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,252763,177761,216392,311304
394299,245,"Abilene,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,89790,102833,112622,138278
394485,246,"Columbia,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,154191,159370,169055,194378
394539,247,"Dover,DE",Msa,DE,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,208228,196858,233530
394555,248,"EauClaire,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,127935,130251,137678,186478
394720,249,"Janesville,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,110061,112126,155663
394710,250,"Jackson,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,139283,94142,111583,151816
395009,251,"PuntaGorda,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,189468,133114,165262,217107
394393,252,"Bloomington,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,140568,150111,155936,204937
395007,253,"Pueblo,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,127845,125090,128890,195667
394386,254,"Billings,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,169220,202179,242700,266610
394406,255,"BowlingGreen,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,117011,122591,128194,167198
394380,256,"Bend,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,278099,223926,309317,429396
394306,257,"Albany,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,92439,87940,93238,111435
395193,258,"Vineland,NJ",Msa,NJ,5.866730769,4.689807692,3.850576923,3.432857143,174384,174581,141953,141504
394917,259,"Niles,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,155990,152531,153493,186397
394731,260,"Kahului,HI",Msa,HI,5.866730769,4.689807692,3.850576923,3.432857143,522576,496153,562115,702712
394946,261,"Ottawa,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,120609,111145,107420,117889
395125,262,"StateCollege,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,170194,197391,213183,253457
394359,263,"Bangor,ME",Msa,ME,5.866730769,4.689807692,3.850576923,3.432857143,131771,128158,131542,156573
394314,264,"Alexandria,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,88796,110020,120703,125258
394523,265,"Decatur,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,98914,97212,111270,132821
394662,266,"Hanford,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,198216,165493,180140,236617
394707,267,"IowaCity,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,165972,176748,193129,221869
395036,268,"RockyMount,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,95366,95903,92911,108995
394873,269,"Monroe,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,179520,133188,143795,172865
395223,270,"WichitaFalls,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,84802,88418,91882,102113
394428,271,"Burlington,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,132928,167453
394814,272,"Madera,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,196394,147190,203328,277085
394723,273,"JeffersonCity,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,123580,128322,131564,160153
394453,274,"Chambersburg,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,179806,176203,165240,179534
395152,275,"Texarkana,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,74139,76668,92588,111877
394563,276,"Elizabethtown,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,110705,118095,125782,152694
395000,277,"Pottsville,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,70894,74958,70902,82062
395221,278,"Wheeling,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,62679,70734,79115,100712
394598,279,"Florence,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,109315,108121,125492
394639,280,"GrandJunction,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,194947,211362,199454,275020
394493,281,"Concord,NH",Msa,NH,5.866730769,4.689807692,3.850576923,3.432857143,253555,212079,215358,272021
394537,282,"Dothan,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,105197,111503,103815,115944
395066,283,"SantaFe,NM",Msa,NM,5.866730769,4.689807692,3.850576923,3.432857143,314201,317651,307727,388958
394727,284,"Johnstown,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,72538,78513
395163,285,"TraverseCity,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,176689,159882,192117,254041
394671,286,"Hattiesburg,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,125272,123710,141512
394515,287,"Dalton,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,112468,105377,110086,141576
394860,288,"Midland,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,125811,161043,215317,265839
394685,289,"HomosassaSprings,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,150144,120704,115639,165306
394351,290,"Auburn,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,178577,176908,169354,203504
395182,291,"Valdosta,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,98083,103123,110781,127440
394480,292,"Coeurd'Alene,ID",Msa,ID,5.866730769,4.689807692,3.850576923,3.432857143,203692,208149,235360,368729
395117,293,"Springfield,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,111010,102303,90472,114914
395119,294,"St.George,UT",Msa,UT,5.866730769,4.689807692,3.850576923,3.432857143,213221,203060,246522,333676
395079,295,"VeroBeach,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,231840,151323,175613,237326
394930,296,"Odessa,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,82392,106036,148424,193463
394900,297,"Napa,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,538718,413615,577729,700108
395170,298,"Tupelo,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,98727,103700,119196
394368,299,"BattleCreek,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,121091,94472,102084,131352
394719,300,"Jamestown,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,76880,85321,86372,104332
394577,301,"Eureka,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,264470,251035,267873,327472
395013,302,"RapidCity,SD",Msa,SD,5.866730769,4.689807692,3.850576923,3.432857143,155846,170253,184474,225186
394595,303,"Flagstaff,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,284262,273892,286142,363422
394810,304,"Lumberton,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,65023,78369
395215,305,"Wausau,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,129344,138181,136804,173673
394756,306,"LaCrosse,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,141842,138370,148873,189395
394783,307,"Lebanon,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,148886,167610,160671,188240
394703,308,"IdahoFalls,ID",Msa,ID,5.866730769,4.689807692,3.850576923,3.432857143,142548,157579,158309,247635
395098,309,"SierraVista,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,130900,161996
394983,310,"Pittsfield,MA",Msa,MA,5.866730769,4.689807692,3.850576923,3.432857143,210813,209525,210056,236779
394780,311,"Lawton,OK",Msa,OK,5.866730769,4.689807692,3.850576923,3.432857143,66261,81253,86202,94668
394588,312,"Farmington,NM",Msa,NM,5.866730769,4.689807692,3.850576923,3.432857143,127886,127434,152979,177775
394712,313,"Jackson,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,102662,101486,98742,122674
394879,314,"Morgantown,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,119124,136844,150286,169770
394633,315,"GlensFalls,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,131976,159552,165202,186980
395232,316,"Winchester,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,231238,189425,207251,244700
395120,317,"St.Joseph,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,103071,99615,102428,119884
394321,318,"Altoona,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,81322,83313,97418,115243
394905,319,"NewBern,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,132892,147408,135074,160141
394442,320,"Carbondale,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,85335,84767,91343,101943
394802,321,"London,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,64750,74018,83520,101943
394800,322,"Logan,ID",Msa,UT,5.866730769,4.689807692,3.850576923,3.432857143,158771,179142,192514,280677
394668,323,"Harrisonburg,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,197620,181096,187338,220344
394374,324,"Beckley,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,69523,74491,78335,79853
394824,325,"Mansfield,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,103612,95673,85218,112384
395217,326,"Weirton,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,68957,66537,72210,85147
394635,327,"Goldsboro,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,118547,111677,115205,130039
394353,328,"Augusta,ME",Msa,ME,5.866730769,4.689807692,3.850576923,3.432857143,145113,142411,145218,175687
394661,329,"Hammond,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,127229,140959,141614,151207
394728,330,"Jonesboro,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,92489,100118,107953,128982
395094,331,"Sherman,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,126674,102160,122509,179152
394333,332,"Anniston,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,89919,87402,102797
395128,333,"Staunton,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,172093,170527,174634,203240
394893,334,"Muncie,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,76412,94464
394890,335,"MountVernon,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,238912,252984,263359,394419
394307,336,"Albany,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,154347,157868,181682,282986
395213,337,"Watertown,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,87027,121832,133444,143163
395225,338,"Williamsport,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,123965,127785,136410,160919
394474,339,"Cleveland,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,117196,125453,135289,172544
395089,340,"Sheboygan,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,142986,117093,112728,152965
394390,341,"Bismarck,ND",Msa,ND,5.866730769,4.689807692,3.850576923,3.432857143,150121,184243,269300,275099
394949,342,"Owensboro,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,96403,98560,103719,129749
394546,343,"Dunn,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,140726,151041,146657,174870
395237,344,"Wooster,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,140549,130775,136522,165866
394880,345,"Morristown,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,95551,115391,117268,150002
394734,346,"Kankakee,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,138581,130487,128314,148375
394423,347,"Brunswick,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,163220,157000,161070,197025
394932,348,"Ogdensburg,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,74412,76025,77410,85293
395054,349,"SanAngelo,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,85393,122051,148002
394857,350,"MichiganCity,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,117824,120558,125755,152399
753890,351,"Holland,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,173879,150530,162204,207105
395218,352,"Wenatchee,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,174452,206885,249624,357959
394778,353,"Lawrence,KS",Msa,KS,5.866730769,4.689807692,3.850576923,3.432857143,154701,164447,171813,223216
394524,354,"Decatur,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,93040,90317,88651
394867,355,"Missoula,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,230548,250668,267882,345020
753915,356,"Salem,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,87916,80114,83707,103931
394369,357,"BayCity,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,117630,90317,104507,126003
394788,358,"Lewiston,ME",Msa,ME,5.866730769,4.689807692,3.850576923,3.432857143,162402,152571,142776,184527
395039,359,"Roseburg,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,139976,134310,153623,211019
395139,360,"Sumter,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,92773,95250,101986,124431
394852,361,"Meridian,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,77859,85838,97819
395095,361,"ShowLow,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,139297,154439,169614,223920
394396,363,"Bluefield,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,63679,64408,69439,78934
394518,364,"Danville,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,98403,87972,91290,102556
394794,365,"Lima,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,99790,93236,87359,108365
394495,366,"Cookeville,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,105025,113906,119348,159249
753872,367,"California-LexingtonPark,MD",Msa,MD,5.866730769,4.689807692,3.850576923,3.432857143,303851,282433,269865,297517
394620,368,"Gadsden,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,80517,87866,83335,101849
394513,369,"Cumberland,MD",Msa,MD,5.866730769,4.689807692,3.850576923,3.432857143,97426,98095,86818,98839
394804,370,"Longview,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,158496,169045,185454,298377
395222,371,"Whitewater,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,209699,196491,180538,237761
394599,372,"FondduLac,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,106672,105618,115885,140500
394709,373,"Ithaca,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,156712,178985,198187,211883
394340,374,"Ashtabula,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,89823,88689,87979,111861
394630,375,"Gettysburg,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,176941,193361,188963,217666
394980,376,"PineBluff,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,53699,55961,56416,65216
395168,377,"Tullahoma,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,101321,110639,116229,155873
395023,378,"Richmond,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,124007,128505,132833,170890
394302,379,"Adrian,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,139533,109944,119495,158384
395173,380,"TwinFalls,ID",Msa,ID,5.866730769,4.689807692,3.850576923,3.432857143,131827,132372,151233,221020
394501,381,"Corning,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,82338,90528,94638,106783
395080,382,"Sebring,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,120720,105000,99920,144146
395166,383,"Truckee,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,479350,357644,390926,481787
394953,384,"Paducah,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,81605,75290,86358,102521
394637,385,"GrandForks,ND",Msa,ND,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,144996,176485,211645
395090,386,"Shelby,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,91813,92039,91821,108433
394580,387,"Fairbanks,AK",Msa,AK,5.866730769,4.689807692,3.850576923,3.432857143,193317,231764,224241,242446
394928,388,"OceanCity,NJ",Msa,NJ,5.866730769,4.689807692,3.850576923,3.432857143,391849,369799,347194,397202
394823,389,"Mankato,MN",Msa,MN,5.866730769,4.689807692,3.850576923,3.432857143,174868,150567,169792,217845
395038,390,"Rome,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,107391,94890,98807,133753
394441,391,"CapeGirardeau,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,120357,117013,125701,156597
394689,392,"HotSprings,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,112803,124967,126670,153793
394655,393,"Greenwood,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,85654,86648,92175,114919
395140,394,"Sunbury,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,77838,86350,92007,111916
394469,395,"Clarksburg,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,72957,76723,82017,100117
395190,396,"Victoria,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,#DIV/0!,157284
395145,397,"Talladega,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,89919,93089,90658,105690
394542,398,"Dubuque,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,135521,143044,159689,183730
395153,399,"TheVillages,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,197579,196879,244601,287287
394311,400,"Albertville,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,89058,95759,102230,129713
394821,401,"Manhattan,KS",Msa,KS,5.866730769,4.689807692,3.850576923,3.432857143,141989,154540,171113,201305
394964,402,"Parkersburg,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,85287,88650,93233,109960
394911,403,"NewPhiladelphia,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,99942,108227,126276
394942,404,"Orangeburg,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,83148,83727,84752,97805
394462,405,"Cheyenne,WY",Msa,WY,5.866730769,4.689807692,3.850576923,3.432857143,174044,200718,227823,293396
394907,406,"NewCastle,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,96470,89859,87595,106246
394410,407,"Brainerd,MN",Msa,MN,5.866730769,4.689807692,3.850576923,3.432857143,166594,148062,160138,209176
394733,408,"Kalispell,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,236345,239782,272191,353799
395086,409,"Sevierville,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,164559,162495,165881,232727
394325,410,"Ames,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,157886,162625,181526,208706
394407,411,"Bozeman,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,247921,279841,312554,454952
394882,412,"MosesLake,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,136128,141734,164503,227591
394704,413,"Indiana,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,90067,95810,104549,127698
394568,414,"Elmira,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,82327,89714,93893,101846
394847,415,"Meadville,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,87190,85380,89245,106826
394373,416,"BeaverDam,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,125506,120752,120669,169104
753912,417,"Pinehurst-SouthernPines,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,177036,192186,192665,227797
395175,418,"Ukiah,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,331213,297071,355279,394490
753887,419,"Hermiston-Pendleton,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,121363,115937,143027,200839
394809,420,"Lufkin,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,72786,78365,97592,127605
395248,421,"Zanesville,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,91148,91901,96909,123696
394505,422,"Corvallis,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,235746,256196,284556,385873
394395,423,"Bloomsburg,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,120381,126838,135374,165457
394776,424,"Laurel,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,86168,88520,100567
395042,425,"Russellville,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,80603,86236,92265,114769
394411,426,"Branson,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,132452,131564,134291,163612
395212,427,"Watertown,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,155026,151979,173117,225844
394859,428,"Midland,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,129459,110985,123950,142829
394941,429,"Opelousas,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,75496,94581,114583,121106
394988,430,"Pocatello,ID",Msa,ID,5.866730769,4.689807692,3.850576923,3.432857143,129066,131353,135735,202426
394755,431,"Kokomo,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,91915,87745,89160,116402
394641,432,"GrantsPass,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,246180,206401,223701,303140
394699,433,"Huntsville,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,101454,113668,136796,176409
394986,434,"Plattsburgh,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,133052,144684,146863,142520
394638,435,"GrandIsland,NE",Msa,NE,5.866730769,4.689807692,3.850576923,3.432857143,103767,109762,127543,164748
394541,436,"DuBois,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,74551,78753,84333,100771
394516,437,"Danville,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,64572,60331,61430,68388
394822,438,"Manitowoc,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,107183,101172,99146,122650
394644,439,"GreatFalls,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,161985,169755,198551
395231,440,"Wilson,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,103325,104016,103757,123920
394511,441,"Cullman,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,99942,107311,110195,137528
394936,442,"Olean,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,92744,94828,78255,85074
394350,443,"Auburn,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,105583,116083,113344,133825
394999,444,"Portsmouth,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,69249,70987,84709
394345,445,"Athens,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,94713,104091,120957,154395
394925,446,"OakHarbor,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,280599,297962,314575,436317
394465,447,"Chillicothe,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,96693,91865,99109,126528
394682,448,"Hinesville,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,111369,112208,121720,153318
395106,449,"Somerset,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,85966,90694,93646,110333
395205,450,"Warsaw,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,145447,139824,146167,184672
395133,451,"Stillwater,OK",Msa,OK,5.866730769,4.689807692,3.850576923,3.432857143,102297,114696,127690,151706
395010,452,"Quincy,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,91981,89045,98924,121871
394738,453,"Keene,NH",Msa,NH,5.866730769,4.689807692,3.850576923,3.432857143,179271,175859,184842,216917
395062,454,"Sandusky,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,131757,123359,118836,141617
395077,455,"Searcy,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,90851,101176,107627,120185
394489,456,"Columbus,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,125766,124514,139499,174567
395027,457,"RoanokeRapids,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,64399,62783,60347,68382
394452,458,"Centralia,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,151058,162019,173204,262424
394445,459,"Casper,WY",Msa,WY,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,175679,206966,212276
394675,460,"Helena,MT",Msa,MT,5.866730769,4.689807692,3.850576923,3.432857143,173344,202330,229061,287727
394593,461,"Findlay,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,133662,126090,122449,156445
753928,462,"WisconsinRapids-Marshfield,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,100704,103203,105248,130799
394955,463,"Palatka,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,77716,74240,90383,129248
395085,464,"Seneca,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,142422,140104,172755
394884,465,"MountAiry,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,97799,103334,109685,133774
753881,466,"GlenwoodSprings,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,245276,314760,437540,539871
394744,467,"KeyWest,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,526409,622512
394298,468,"Aberdeen,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,109469,113587,127583,203732
394626,469,"Gallup,NM",Msa,NM,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,147367,145689,167709
394994,470,"PortAngeles,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,200145,204524,220287,318223
753883,471,"GreenfieldTown,MA",Msa,MA,5.866730769,4.689807692,3.850576923,3.432857143,197616,200265,205845,222681
394897,473,"Muskogee,OK",Msa,OK,5.866730769,4.689807692,3.850576923,3.432857143,61228,67516,70697,80439
394614,474,"Frankfort,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,125644,131654,133136,155062
